0.000000, 0.000000, 0.004777, 0.000072, 0.009550, 0.000287, 0.014317, 0.000645, 0.019074, 0.001146, 0.023818, 0.001790, 0.028546, 0.002576, 0.033255, 0.003505, 0.037942, 0.004575, 0.042602, 0.005787, 0.047234, 0.007139, 0.051834, 0.008631, 0.056399, 0.010263, 0.060925, 0.012033, 0.065410, 0.013942, 0.069850, 0.015987, 0.074242, 0.018168, 0.078584, 0.020485, 0.082872, 0.022936, 0.087103, 0.025519, 0.000000, 0.000072, 0.000287, 0.000645, 0.001146, 0.001790, 0.002576, 0.003505, 0.004575, 0.005787, 0.007139, 0.008631, 0.010263, 0.012033, 0.013942, 0.015987, 0.018168, 0.020485, 0.022936, 0.025519, -0.006709, -0.006709, -0.000023, -0.000023, -0.836331
0.001688, 0.003179, 0.006382, 0.004203, 0.011052, 0.005367, 0.015694, 0.006672, 0.020305, 0.008118, 0.024881, 0.009703, 0.029421, 0.011428, 0.033920, 0.013290, 0.038375, 0.015290, 0.042784, 0.017426, 0.047143, 0.019698, 0.051449, 0.022104, 0.055699, 0.024643, 0.059891, 0.027315, 0.064020, 0.030117, 0.068085, 0.033049, 0.072082, 0.036110, 0.076008, 0.039298, 0.079860, 0.042611, 0.083636, 0.046048, 0.003179, 0.004203, 0.005367, 0.006672, 0.008118, 0.009703, 0.011428, 0.013290, 0.015290, 0.017426, 0.019698, 0.022104, 0.024643, 0.027315, 0.030117, 0.033049, 0.036110, 0.039298, 0.042611, 0.046048, -0.201845, -0.080968, 0.002788, -0.001323, -0.836332
0.002741, 0.012589, 0.007259, 0.014431, 0.011735, 0.016410, 0.016165, 0.018526, 0.020547, 0.020778, 0.024878, 0.023165, 0.029154, 0.025686, 0.033372, 0.028340, 0.037530, 0.031126, 0.041624, 0.034042, 0.045652, 0.037087, 0.049610, 0.040261, 0.053496, 0.043560, 0.057306, 0.046985, 0.061038, 0.050532, 0.064690, 0.054202, 0.068257, 0.057992, 0.071738, 0.061900, 0.075129, 0.065925, 0.078428, 0.070064, 0.012589, 0.014431, 0.016410, 0.018526, 0.020778, 0.023165, 0.025686, 0.028340, 0.031126, 0.034042, 0.037087, 0.040261, 0.043560, 0.046985, 0.050532, 0.054202, 0.057992, 0.061900, 0.065925, 0.070064, -0.377856, -0.440714, 0.011419, -0.012292, -0.836332
0.002660, 0.027383, 0.006906, 0.030019, 0.011093, 0.032788, 0.015217, 0.035688, 0.019276, 0.038717, 0.023267, 0.041876, 0.027186, 0.045161, 0.031032, 0.048573, 0.034800, 0.052109, 0.038488, 0.055767, 0.042094, 0.059547, 0.045615, 0.063446, 0.049047, 0.067463, 0.052388, 0.071595, 0.055635, 0.075842, 0.058786, 0.080201, 0.061838, 0.084671, 0.064789, 0.089248, 0.067635, 0.093932, 0.070375, 0.098720, 0.027383, 0.030019, 0.032788, 0.035688, 0.038717, 0.041876, 0.045161, 0.048573, 0.052109, 0.055767, 0.059547, 0.063446, 0.067463, 0.071595, 0.075842, 0.080201, 0.084671, 0.089248, 0.093932, 0.098720, -0.562817, -1.179488, 0.025577, -0.084998, -0.836332
0.000948, 0.047413, 0.004829, 0.050811, 0.008634, 0.054335, 0.012360, 0.057982, 0.016005, 0.061751, 0.019565, 0.065641, 0.023039, 0.069649, 0.026422, 0.073774, 0.029713, 0.078015, 0.032909, 0.082369, 0.036007, 0.086834, 0.039004, 0.091409, 0.041898, 0.096091, 0.044686, 0.100879, 0.047366, 0.105770, 0.049936, 0.110762, 0.052392, 0.115852, 0.054733, 0.121039, 0.056956, 0.126321, 0.059059, 0.131694, 0.047413, 0.050811, 0.054335, 0.057982, 0.061751, 0.065641, 0.069649, 0.073774, 0.078015, 0.082369, 0.086834, 0.091409, 0.096091, 0.100879, 0.105770, 0.110762, 0.115852, 0.121039, 0.126321, 0.131694, -0.755177, -1.498207, 0.046297, -0.594709, -0.836332
-0.002878, 0.072481, 0.000549, 0.076599, 0.003884, 0.080833, 0.007124, 0.085182, 0.010268, 0.089643, 0.013312, 0.094215, 0.016255, 0.098895, 0.019092, 0.103682, 0.021822, 0.108573, 0.024443, 0.113567, 0.026951, 0.118661, 0.029345, 0.123853, 0.031622, 0.129140, 0.033779, 0.134521, 0.035815, 0.139992, 0.037727, 0.145552, 0.039514, 0.151197, 0.041172, 0.156926, 0.042700, 0.162736, 0.044096, 0.168623, 0.072481, 0.076599, 0.080833, 0.085182, 0.089643, 0.094215, 0.098895, 0.103682, 0.108573, 0.113567, 0.118661, 0.123853, 0.129140, 0.134521, 0.139992, 0.145552, 0.151197, 0.156926, 0.162736, 0.168623, -0.937810, -1.561722, 0.075973, -5.528855, -0.836332
-0.009278, 0.102339, -0.006390, 0.107125, -0.003609, 0.112017, -0.000937, 0.117012, 0.001624, 0.122109, 0.004071, 0.127305, 0.006402, 0.132598, 0.008614, 0.137985, 0.010706, 0.143465, 0.012675, 0.149035, 0.014519, 0.154692, 0.016235, 0.160434, 0.017822, 0.166258, 0.019277, 0.172161, 0.020599, 0.178142, 0.021784, 0.184197, 0.022833, 0.190324, 0.023742, 0.196519, 0.024510, 0.202780, 0.025135, 0.209105, 0.102339, 0.107125, 0.112017, 0.117012, 0.122109, 0.127305, 0.132598, 0.137985, 0.143465, 0.149035, 0.154692, 0.160434, 0.166258, 0.172161, 0.178142, 0.184197, 0.190324, 0.196519, 0.202780, 0.209105, -1.065022, -1.570231, 0.119729, -97.521068, -0.836332
-0.018686, 0.136691, -0.016418, 0.142085, -0.014270, 0.147573, -0.012243, 0.153152, -0.010342, 0.158820, -0.008567, 0.164574, -0.006920, 0.170412, -0.005405, 0.176331, -0.004023, 0.182329, -0.002776, 0.188403, -0.001665, 0.194549, -0.000694, 0.200767, 0.000137, 0.207052, 0.000825, 0.213401, 0.001369, 0.219813, 0.001767, 0.226284, 0.002017, 0.232811, 0.002119, 0.239391, 0.002069, 0.246021, 0.001868, 0.252698, 0.136691, 0.142085, 0.147573, 0.153152, 0.158820, 0.164574, 0.170412, 0.176331, 0.182329, 0.188403, 0.194549, 0.200767, 0.207052, 0.213401, 0.219813, 0.226284, 0.232811, 0.239391, 0.246021, 0.252698, -1.478172, -1.570738, 0.211454, -1019.950185, -0.836332
-0.031510, 0.175195, -0.029934, 0.181129, -0.028490, 0.187143, -0.027181, 0.193235, -0.026008, 0.199402, -0.024973, 0.205641, -0.024079, 0.211949, -0.023326, 0.218323, -0.022718, 0.224761, -0.022255, 0.231260, -0.021939, 0.237817, -0.021772, 0.244429, -0.021756, 0.251092, -0.021891, 0.257804, -0.022180, 0.264562, -0.022624, 0.271363, -0.023224, 0.278203, -0.023981, 0.285079, -0.024897, 0.291989, -0.025973, 0.298928, 0.175195, 0.181129, 0.187143, 0.193235, 0.199402, 0.205641, 0.211949, 0.218323, 0.224761, 0.231260, 0.237817, 0.244429, 0.251092, 0.257804, 0.264562, 0.271363, 0.278203, 0.285079, 0.291989, 0.298928, 1.569448, 1.570406, -6.216821, 142.708483, -0.836332
-0.048121, 0.217467, -0.047303, 0.223866, -0.046629, 0.230330, -0.046100, 0.236856, -0.045718, 0.243442, -0.045485, 0.250085, -0.045402, 0.256781, -0.045470, 0.263528, -0.045692, 0.270323, -0.046068, 0.277161, -0.046600, 0.284042, -0.047289, 0.290960, -0.048138, 0.297913, -0.049145, 0.304898, -0.050314, 0.311912, -0.051644, 0.318951, -0.053138, 0.326012, -0.054795, 0.333091, -0.056618, 0.340186, -0.058605, 0.347293, 0.217467, 0.223866, 0.230330, 0.236856, 0.243442, 0.250085, 0.256781, 0.263528, 0.270323, 0.277161, 0.284042, 0.290960, 0.297913, 0.304898, 0.311912, 0.318951, 0.326012, 0.333091, 0.340186, 0.347293, -1.569487, 1.565591, 12.794949, 10.303598, -0.836332
