0.030000, 0.000000, 0.000000, 0.500000, 0.877583, -0.031045, 0.003520, 0.995906, -0.836332
0.060000, 0.000000, 0.025090, 0.530000, 0.862807, -0.035596, 0.025909, 0.994790, -0.836332
0.089991, 0.000753, 0.050180, 0.560000, 0.847255, -0.040499, 0.046699, 0.993185, -0.836332
0.119953, 0.002257, 0.075270, 0.589991, 0.830946, -0.045748, 0.065575, 0.991011, -0.836332
0.149868, 0.004513, 0.100360, 0.619953, 0.813906, -0.051331, 0.082143, 0.988166, -0.836332
0.179717, 0.007519, 0.125450, 0.649868, 0.796164, -0.057235, 0.095900, 0.984522, -0.836332
0.209481, 0.011273, 0.150540, 0.679717, 0.777751, -0.063442, 0.106203, 0.979920, -0.836332
0.239142, 0.015772, 0.175630, 0.709481, 0.758700, -0.069930, 0.112212, 0.974157, -0.836332
0.268680, 0.021014, 0.200720, 0.739142, 0.739047, -0.076674, 0.112820, 0.966977, -0.836332
0.298078, 0.026995, 0.225810, 0.768680, 0.718829, -0.083647, 0.106546, 0.958051, -0.836332
0.327316, 0.033712, 0.250900, 0.798078, 0.698084, -0.090817, 0.091392, 0.946956, -0.836332
0.356377, 0.041160, 0.275990, 0.827316, 0.676854, -0.098151, 0.064638, 0.933139, -0.836332
0.385242, 0.049335, 0.301080, 0.856377, 0.655179, -0.105613, 0.022589, 0.915876, -0.836332
0.413892, 0.058232, 0.326169, 0.885242, 0.633102, -0.113166, -0.039662, 0.894202, -0.836332
0.442311, 0.067844, 0.351259, 0.913892, 0.610668, -0.120769, -0.128219, 0.866816, -0.836332
0.470479, 0.078167, 0.376349, 0.942311, 0.587920, -0.128382, -0.249441, 0.831941, -0.836332
0.498379, 0.089192, 0.401439, 0.970479, 0.564904, -0.135964, -0.406863, 0.787109, -0.836332
0.525994, 0.100915, 0.426529, 0.998379, 0.541665, -0.143474, -0.595471, 0.728817, -0.836332
0.553306, 0.113326, 0.451619, 1.025994, 0.518249, -0.150870, -0.797542, 0.651998, -0.836332
0.580299, 0.126419, 0.476709, 1.053306, 0.494700, -0.158113, -0.988352, 0.549120, -0.398352
0.606954, 0.140185, 0.488660, 1.080299, 0.471065, -0.165161, -1.077636, 0.474261, 0.836332
0.633443, 0.154268, 0.463570, 1.106954, 0.447388, -0.171978, -0.898802, 0.555409, 0.836332
0.660277, 0.167682, 0.438480, 1.133443, 0.423544, -0.178574, -0.616248, 0.611644, 0.836332
0.687439, 0.180419, 0.413390, 1.160277, 0.399086, -0.185033, -0.243962, 0.641703, 0.836332
0.714912, 0.192471, 0.388300, 1.187439, 0.374037, -0.191302, 0.118912, 0.649621, 0.836332
0.742678, 0.203829, 0.363210, 1.214912, 0.348420, -0.197322, 0.385696, 0.640279, 0.836332
0.770721, 0.214487, 0.338120, 1.242678, 0.322262, -0.203031, 0.557339, 0.618218, 0.836332
0.799022, 0.224439, 0.313030, 1.270721, 0.295592, -0.208363, 0.664730, 0.587244, 0.836332
0.827565, 0.233677, 0.287940, 1.299022, 0.268441, -0.213249, 0.732112, 0.550367, 0.836332
0.856329, 0.242196, 0.262850, 1.327565, 0.240841, -0.217617, 0.774213, 0.509889, 0.836332
0.885299, 0.249991, 0.237760, 1.356329, 0.212827, -0.221391, 0.799699, 0.467520, 0.836332
0.914455, 0.257057, 0.212670, 1.385299, 0.184435, -0.224493, 0.813796, 0.424505, 0.836332
0.943779, 0.263389, 0.187580, 1.414455, 0.155705, -0.226841, 0.819783, 0.381729, 0.836332
0.973253, 0.268984, 0.162490, 1.443779, 0.126676, -0.228351, 0.819797, 0.339810, 0.836332
1.002858, 0.273837, 0.137400, 1.473253, 0.097389, -0.228937, 0.815287, 0.299159, 0.836332
1.032575, 0.277946, 0.112310, 1.502858, 0.067886, -0.228510, 0.807265, 0.260044, 0.836332
1.062386, 0.281308, 0.087220, 1.532575, 0.038212, -0.226979, 0.796458, 0.222623, 0.836332
1.092272, 0.283922, 0.062130, 1.562386, 0.008410, -0.224250, 0.783401, 0.186976, 0.836332
1.122214, 0.285784, 0.037041, 1.592272, -0.021474, -0.220229, 0.768496, 0.153132, 0.836332
1.152194, 0.286895, 0.011951, 1.622214, -0.051395, -0.214817, 0.752050, 0.121078, 0.836332
1.182191, 0.287254, -0.013139, 1.652194, -0.081307, -0.207919, 0.734298, 0.090777, 0.836332
1.212189, 0.286860, -0.038229, 1.682191, -0.111165, -0.199434, 0.715426, 0.062174, 0.836332
1.242167, 0.285713, -0.063319, 1.712189, -0.140922, -0.189264, 0.695578, 0.035202, 0.836332
1.272107, 0.283815, -0.088409, 1.742167, -0.170533, -0.177312, 0.674867, 0.009790, 0.836332
1.301990, 0.281166, -0.113499, 1.772107, -0.199954, -0.163483, 0.653381, -0.014137, 0.836332
1.331797, 0.277768, -0.138589, 1.801990, -0.229139, -0.147684, 0.631187, -0.036656, 0.836332
1.361509, 0.273624, -0.163679, 1.831797, -0.258047, -0.129831, 0.608334, -0.057843, 0.836332
1.391108, 0.268735, -0.188769, 1.861509, -0.286635, -0.109847, 0.584857, -0.077772, 0.836332
1.420575, 0.263106, -0.213859, 1.891108, -0.314862, -0.087668, 0.560777, -0.096516, 0.836332
1.449892, 0.256739, -0.238949, 1.920575, -0.342690, -0.063245, 0.536101, -0.114145, 0.836332
1.479039, 0.249638, -0.264039, 1.949892, -0.370080, -0.036550, 0.510826, -0.130728, 0.836332
1.508000, 0.241809, -0.289129, 1.979039, -0.396997, -0.007578, 0.484936, -0.146330, 0.836332
1.536754, 0.233255, -0.314219, 2.008000, -0.423407, 0.023643, 0.458401, -0.161017, 0.836332
1.565286, 0.223983, -0.339309, 2.036754, -0.449279, 0.057055, 0.431182, -0.174852, 0.836332
1.593575, 0.213998, -0.364399, 2.065286, -0.474582, 0.092557, 0.403223, -0.187898, 0.836332
1.621605, 0.203307, -0.389489, 2.093575, -0.499290, 0.130010, 0.374457, -0.200216, 0.836332
1.649358, 0.191915, -0.414579, 2.121605, -0.523377, 0.169230, 0.344796, -0.211869, 0.836332
1.676817, 0.179831, -0.439669, 2.149358, -0.546821, 0.209992, 0.314138, -0.222922, 0.836332
1.703964, 0.167062, -0.464759, 2.176817, -0.569601, 0.252031, 0.282360, -0.233441, 0.836332
1.730782, 0.153616, -0.489849, 2.203964, -0.591701, 0.295050, 0.249317, -0.243495, 0.836332
1.757254, 0.139501, -0.514939, 2.230782, -0.613105, 0.338727, 0.214837, -0.253158, 0.836332
1.783363, 0.124726, -0.540029, 2.257254, -0.633801, 0.382726, 0.178725, -0.262509, 0.836332
1.809094, 0.109302, -0.565119, 2.283363, -0.653778, 0.426709, 0.140754, -0.271634, 0.836332
1.834430, 0.093236, -0.590208, 2.309094, -0.673030, 0.470348, 0.100668, -0.280628, 0.836332
1.859355, 0.076540, -0.615298, 2.334430, -0.691551, 0.513334, 0.058180, -0.289595, 0.836332
1.883853, 0.059224, -0.640388, 2.359355, -0.709338, 0.555389, 0.012976, -0.298654, 0.836332
1.907909, 0.041299, -0.665478, 2.383853, -0.726391, 0.596271, -0.035284, -0.307938, 0.836332
1.931507, 0.022776, -0.690568, 2.407909, -0.742713, 0.635779, -0.086948, -0.317597, 0.836332
1.954634, 0.003666, -0.715658, 2.431507, -0.758306, 0.673753, -0.142359, -0.327806, 0.836332
1.977274, -0.016017, -0.740748, 2.454634, -0.773178, 0.710074, -0.201824, -0.338763, 0.836332
1.999413, -0.036262, -0.765838, 2.477274, -0.787337, 0.744665, -0.265574, -0.350695, 0.836332
2.021037, -0.057056, -0.790928, 2.499413, -0.800792, 0.777480, -0.333714, -0.363866, 0.836332
2.042132, -0.078387, -0.816018, 2.521037, -0.813555, 0.808504, -0.406159, -0.378583, 0.836332
2.062686, -0.100239, -0.841108, 2.542132, -0.825640, 0.837749, -0.482573, -0.395199, 0.836332
2.082685, -0.122601, -0.866198, 2.562686, -0.837061, 0.865244, -0.562322, -0.414126, 0.836332
2.102117, -0.145457, -0.891288, 2.582685, -0.847835, 0.891037, -0.644454, -0.435841, 0.836271
2.120969, -0.168793, -0.916376, 2.602117, -0.857978, 0.915184, -0.727726, -0.460898, -0.367413
2.139230, -0.192595, -0.905354, 2.620969, -0.867509, 0.937752, -0.729134, -0.455369, -0.367371
